filename	ATTRIBUTE_Code	ATTRIBUTE_Replicate	ATTRIBUTE_polarity	ATTRIBUTE_Type	ATTRIBUTE_Family	ATTRIBUTE_Genus	ATTRIBUTE_Species	ATTRIBUTE_Organe	ATTRIBUTE_Broad_organ	ATTRIBUTE_Tissue	ATTRIBUTE_Subsystem	ATTRIBUTE_Sppart	is_approximate_match	is_synonym	matched_name	nomenclature_code	score	search_string	taxon.flags	taxon.is_suppressed	taxon.is_suppressed_from_synth	taxon.name	taxon.ott_id	taxon.rank	taxon.source	taxon.synonyms	taxon.tax_sources	taxon.unique_name	_merge
LQ-01-61-01_01_pos.mzML	V107694 	1	positive	Sample	Celastraceae	Catha	catha edulis	Leaves	photosynthetic	green tissue	aboveground	Catha_edulis|Leaves	False	False	Catha edulis	ICN	1.0	catha edulis	[]	False	False	Catha edulis	282743.0	species	ott3.3draft1	['Catha forskalii', 'Catha glauca', 'Catha inermis', 'Celastrus edulis', 'Celastrus tsaad', 'Dillonia abyssinica', 'Hartogia thea', 'Methyscophyllum glaucum', 'Trigonotheca serrata']	['ncbi:123405', 'gbif:7979745', 'irmng:10202236']	Catha edulis	both
LQ-01-61-02_01_pos.mzML	V107695	1	positive	Sample	Celastraceae	Catha	catha edulis	Stems	woody vegetative	woody tissue	aboveground	Catha_edulis|Stems	False	False	Catha edulis	ICN	1.0	catha edulis	[]	False	False	Catha edulis	282743.0	species	ott3.3draft1	['Catha forskalii', 'Catha glauca', 'Catha inermis', 'Celastrus edulis', 'Celastrus tsaad', 'Dillonia abyssinica', 'Hartogia thea', 'Methyscophyllum glaucum', 'Trigonotheca serrata']	['ncbi:123405', 'gbif:7979745', 'irmng:10202236']	Catha edulis	both
LQ-01-61-03_01_pos.mzML	V107696	1	positive	Sample	Celastraceae	Catha	catha edulis	Roots	roots	root tissue	belowground	Catha_edulis|Roots	False	False	Catha edulis	ICN	1.0	catha edulis	[]	False	False	Catha edulis	282743.0	species	ott3.3draft1	['Catha forskalii', 'Catha glauca', 'Catha inermis', 'Celastrus edulis', 'Celastrus tsaad', 'Dillonia abyssinica', 'Hartogia thea', 'Methyscophyllum glaucum', 'Trigonotheca serrata']	['ncbi:123405', 'gbif:7979745', 'irmng:10202236']	Catha edulis	both
LQ-01-61-04_01_pos.mzML	V114502	1	positive	Sample	Celastraceae	Catha	catha edulis	Aerial_parts	multiple	multiple	aboveground	Catha_edulis |Aerial_parts	False	False	Catha edulis	ICN	1.0	catha edulis	[]	False	False	Catha edulis	282743.0	species	ott3.3draft1	['Catha forskalii', 'Catha glauca', 'Catha inermis', 'Celastrus edulis', 'Celastrus tsaad', 'Dillonia abyssinica', 'Hartogia thea', 'Methyscophyllum glaucum', 'Trigonotheca serrata']	['ncbi:123405', 'gbif:7979745', 'irmng:10202236']	Catha edulis	both
LQ-01-61-05_01_pos.mzML	V103080	1	positive	Sample	Celastraceae	Celastrus	celastrus orbiculatus	Stems	woody vegetative	woody tissue	aboveground	Celastrus_orbiculatus|Stems	False	False	Celastrus orbiculatus	ICN	1.0	celastrus orbiculatus	[]	False	False	Celastrus orbiculatus	56757.0	species	ott3.3draft1	['? papillosus', 'Catha articulata', 'Celastrus articulata', 'Celastrus articulatus', 'Celastrus articulatus orbiculata', 'Celastrus articulatus papillosus', 'Celastrus articulatus pubescens', 'Celastrus crispulus', 'Celastrus insularis', 'Celastrus jeholensis', 'Celastrus orbiculata', 'Celastrus orbiculatus major', 'Celastrus orbiculatus papillosus', 'Celastrus tatarinowii']	['ncbi:85181', 'gbif:8104460', 'irmng:10764774']	Celastrus orbiculatus	both
LQ-01-61-06_01_pos.mzML	V111863	1	positive	Sample	Celastraceae	Celastrus	celastrus orbiculatus	Roots	roots	root tissue	belowground	Celastrus_orbiculatus|Roots	False	False	Celastrus orbiculatus	ICN	1.0	celastrus orbiculatus	[]	False	False	Celastrus orbiculatus	56757.0	species	ott3.3draft1	['? papillosus', 'Catha articulata', 'Celastrus articulata', 'Celastrus articulatus', 'Celastrus articulatus orbiculata', 'Celastrus articulatus papillosus', 'Celastrus articulatus pubescens', 'Celastrus crispulus', 'Celastrus insularis', 'Celastrus jeholensis', 'Celastrus orbiculata', 'Celastrus orbiculatus major', 'Celastrus orbiculatus papillosus', 'Celastrus tatarinowii']	['ncbi:85181', 'gbif:8104460', 'irmng:10764774']	Celastrus orbiculatus	both
LQ-01-61-07_01_pos.mzML	V100029	1	positive	Sample	Celastraceae	Celastrus	celastrus paniculatus	Seeds	reproductive	green tissue	aboveground	Celastrus_paniculatus|Graines	False	False	Celastrus paniculatus	ICN	1.0	celastrus paniculatus	[]	False	False	Celastrus paniculatus	561287.0	species	ott3.3draft1	['Celastrus marginatus']	['ncbi:994668', 'gbif:7265565']	Celastrus paniculatus	both
LQ-01-61-08_01_pos.mzML	V105603	1	positive	Sample	Celastraceae	Celastrus	celastrus paniculatus	Leaves	photosynthetic	green tissue	aboveground	Celastrus_paniculatus|Leaves	False	False	Celastrus paniculatus	ICN	1.0	celastrus paniculatus	[]	False	False	Celastrus paniculatus	561287.0	species	ott3.3draft1	['Celastrus marginatus']	['ncbi:994668', 'gbif:7265565']	Celastrus paniculatus	both
LQ-01-61-09_01_pos.mzML	V105604	1	positive	Sample	Celastraceae	Celastrus	celastrus paniculatus	Bark_tronc	woody vegetative	woody tissue	aboveground	Celastrus_paniculatus|Bark_tronc	False	False	Celastrus paniculatus	ICN	1.0	celastrus paniculatus	[]	False	False	Celastrus paniculatus	561287.0	species	ott3.3draft1	['Celastrus marginatus']	['ncbi:994668', 'gbif:7265565']	Celastrus paniculatus	both
LQ-01-61-10_01_pos.mzML	V108295	1	positive	Sample	Celastraceae	Elaeodendron	elaeodendron schweinfurthianum	Leaves	photosynthetic	green tissue	aboveground	Elaeodendron_schweinfurthianum|Leaves	False	False	Elaeodendron schweinfurthianum	ICN	1.0	elaeodendron schweinfurthianum	[]	False	False	Elaeodendron schweinfurthianum	6092564.0	species	ott3.3draft1	['Cassine schweinfurthiana', 'Elaeodendron somalense', 'Elaeodendron zanzibaricum']	['gbif:3791126']	Elaeodendron schweinfurthianum	both
LQ-01-61-11_01_pos.mzML	V108296	1	positive	Sample	Celastraceae	Elaeodendron	elaeodendron schweinfurthianum	Stems	woody vegetative	woody tissue	aboveground	Elaeodendron_schweinfurthianum|Stems	False	False	Elaeodendron schweinfurthianum	ICN	1.0	elaeodendron schweinfurthianum	[]	False	False	Elaeodendron schweinfurthianum	6092564.0	species	ott3.3draft1	['Cassine schweinfurthiana', 'Elaeodendron somalense', 'Elaeodendron zanzibaricum']	['gbif:3791126']	Elaeodendron schweinfurthianum	both
LQ-01-61-12_01_pos.mzML	V113977	1	positive	Sample	Celastraceae	Evonymopsis	evonymopsis	Leaves	photosynthetic	green tissue	aboveground	Evonympsis_sp|Leaves	False	False	Evonymopsis	ICN	1.0	evonymopsis	['sibling_higher']	False	False	Evonymopsis	5233471.0	genus	ott3.3draft1	['Euonymopsis']	['ncbi:1312050', 'gbif:7265617', 'irmng:1241964']	Evonymopsis	both
LQ-01-61-12_02_pos.mzML	V113977	2	positive	Sample	Celastraceae	Evonymopsis	evonymopsis	Leaves	photosynthetic	green tissue	aboveground	Evonympsis_sp|Leaves	False	False	Evonymopsis	ICN	1.0	evonymopsis	['sibling_higher']	False	False	Evonymopsis	5233471.0	genus	ott3.3draft1	['Euonymopsis']	['ncbi:1312050', 'gbif:7265617', 'irmng:1241964']	Evonymopsis	both
LQ-01-61-12_03_pos.mzML	V113977	3	positive	Sample	Celastraceae	Evonymopsis	evonymopsis	Leaves	photosynthetic	green tissue	aboveground	Evonympsis_sp|Leaves	False	False	Evonymopsis	ICN	1.0	evonymopsis	['sibling_higher']	False	False	Evonymopsis	5233471.0	genus	ott3.3draft1	['Euonymopsis']	['ncbi:1312050', 'gbif:7265617', 'irmng:1241964']	Evonymopsis	both
LQ-01-61-15_01_pos.mzML	V104538	1	positive	Sample	Celastraceae	Euonymus	euonymus alatus	Stems	woody vegetative	woody tissue	aboveground	Euonymus_alatus|Stems	False	False	Euonymus alatus	ICN	1.0	euonymus alatus	['sibling_higher']	False	False	Euonymus alatus	601141.0	species	ott3.3draft1	['Celastrus alatus', 'Euonymus alata', 'Euonymus alatus nakamurae', 'Euonymus bancanus', 'Euonymus coriaceus', 'Euonymus elmeri', 'Euonymus goughii', 'Euonymus horsfieldii', 'Euonymus indicus', 'Euonymus javanicus', 'Euonymus javanicus talungensis', 'Euonymus javanicus timorensis', 'Euonymus micropetalus', 'Euonymus sphaerocarpus', 'Euonymus subtriflorus', 'Euonymus sumatranus', 'Euonymus timorensis']	['ncbi:4307', 'gbif:3169120', 'gbif:3792270', 'irmng:11413819', 'irmng:10590550']	Euonymus alatus	both
LQ-01-61-16_01_pos.mzML	V104539	1	positive	Sample	Celastraceae	Euonymus	euonymus alatus	Leaves	photosynthetic	green tissue	aboveground	Euonymus_alatus|Leaves	False	False	Euonymus alatus	ICN	1.0	euonymus alatus	['sibling_higher']	False	False	Euonymus alatus	601141.0	species	ott3.3draft1	['Celastrus alatus', 'Euonymus alata', 'Euonymus alatus nakamurae', 'Euonymus bancanus', 'Euonymus coriaceus', 'Euonymus elmeri', 'Euonymus goughii', 'Euonymus horsfieldii', 'Euonymus indicus', 'Euonymus javanicus', 'Euonymus javanicus talungensis', 'Euonymus javanicus timorensis', 'Euonymus micropetalus', 'Euonymus sphaerocarpus', 'Euonymus subtriflorus', 'Euonymus sumatranus', 'Euonymus timorensis']	['ncbi:4307', 'gbif:3169120', 'gbif:3792270', 'irmng:11413819', 'irmng:10590550']	Euonymus alatus	both
LQ-01-61-17_01_pos.mzML	V110858	1	positive	Sample	Celastraceae	Euonymus	euonymus bockii	Roots	roots	root tissue	belowground	Euonymus_bockii|Roots	False	False	Euonymus bockii	ICN	1.0	euonymus bockii	['sibling_higher']	False	False	Euonymus bockii	5513360.0	species	ott3.3draft1	['Euonymus bockii rotundatus', 'Euonymus orgyalis', 'Euonymus petelotii', 'Euonymus subsessilis latifolius']	['ncbi:1442714', 'gbif:8062737']	Euonymus bockii	both
LQ-01-61-18_01_pos.mzML	V110859	1	positive	Sample	Celastraceae	Euonymus	euonymus bockii	Stems	woody vegetative	woody tissue	aboveground	Euonymus_bockii|Stems	False	False	Euonymus bockii	ICN	1.0	euonymus bockii	['sibling_higher']	False	False	Euonymus bockii	5513360.0	species	ott3.3draft1	['Euonymus bockii rotundatus', 'Euonymus orgyalis', 'Euonymus petelotii', 'Euonymus subsessilis latifolius']	['ncbi:1442714', 'gbif:8062737']	Euonymus bockii	both
LQ-01-61-19_01_pos.mzML	V110860	1	positive	Sample	Celastraceae	Euonymus	euonymus bockii	Leaves	photosynthetic	green tissue	aboveground	Euonymus_bockii|Leaves	False	False	Euonymus bockii	ICN	1.0	euonymus bockii	['sibling_higher']	False	False	Euonymus bockii	5513360.0	species	ott3.3draft1	['Euonymus bockii rotundatus', 'Euonymus orgyalis', 'Euonymus petelotii', 'Euonymus subsessilis latifolius']	['ncbi:1442714', 'gbif:8062737']	Euonymus bockii	both
LQ-01-61-20_01_pos.mzML	V105442	1	positive	Sample	Celastraceae	Euonymus	euonymus bungeanus	Stems	woody vegetative	woody tissue	aboveground	Euonymus_bungeanus|Stems	False	True	Euonymus bungeanus	ICN	1.0	euonymus bungeanus	['sibling_higher']	False	False	Euonymus maackii	1062527.0	species	ott3.3draft1	['Euonymus bodinieri', 'Euonymus bungeanus', 'Euonymus bungeanus latifolius', 'Euonymus bungeanus mongolicus', 'Euonymus bungeanus ovatus', 'Euonymus coreanus', 'Euonymus forbesii', 'Euonymus hamiltoniana maackii', 'Euonymus hamiltonianus maackii', 'Euonymus hamiltonianus semipersistens', 'Euonymus hamiltonianus subsp. maackii', 'Euonymus hamiltonianus var. maackii', 'Euonymus maackii lanceolatus', 'Euonymus maackii salicifolia', 'Euonymus maackii trichophyllus', 'Euonymus micranthus', 'Euonymus mongolicus', 'Euonymus oukiakensis', 'Euonymus quelpaertensis', 'Euonymus rugosus', 'Euonymus semipersistens', 'Euonymus trapococcus']	['ncbi:4309', 'gbif:7265494']	Euonymus maackii	both
LQ-01-61-21_01_pos.mzML	V116403	1	positive	Sample	Celastraceae	Euonymus	euonymus cochinchinensis	Branche	woody vegetative	woody tissue	aboveground	Euonymus_cochinchinensis|Branche	False	False	Euonymus cochinchinensis	ICN	1.0	euonymus cochinchinensis	['sibling_higher']	False	False	Euonymus cochinchinensis	5513347.0	species	ott3.3draft1	['Euonymus colonoides', 'Euonymus oliganthus', 'Euonymus pahangensis', 'Euonymus philippinensis', 'Euonymus similis', 'Glyptopetalum scortechinii', 'Sphaerodiscus cochinchinensis']	['ncbi:1489648', 'gbif:3793714']	Euonymus cochinchinensis	both
LQ-01-61-22_01_pos.mzML	V116404	1	positive	Sample	Celastraceae	Euonymus	euonymus cochinchinensis	Roots	roots	root tissue	belowground	Euonymus_cochinchinensis|Roots	False	False	Euonymus cochinchinensis	ICN	1.0	euonymus cochinchinensis	['sibling_higher']	False	False	Euonymus cochinchinensis	5513347.0	species	ott3.3draft1	['Euonymus colonoides', 'Euonymus oliganthus', 'Euonymus pahangensis', 'Euonymus philippinensis', 'Euonymus similis', 'Glyptopetalum scortechinii', 'Sphaerodiscus cochinchinensis']	['ncbi:1489648', 'gbif:3793714']	Euonymus cochinchinensis	both
LQ-01-61-23_01_pos.mzML	V116406	1	positive	Sample	Celastraceae	Euonymus	euonymus cochinchinensis	Leaves	photosynthetic	green tissue	aboveground	Euonymus_cochinchinensis|Leaves	False	False	Euonymus cochinchinensis	ICN	1.0	euonymus cochinchinensis	['sibling_higher']	False	False	Euonymus cochinchinensis	5513347.0	species	ott3.3draft1	['Euonymus colonoides', 'Euonymus oliganthus', 'Euonymus pahangensis', 'Euonymus philippinensis', 'Euonymus similis', 'Glyptopetalum scortechinii', 'Sphaerodiscus cochinchinensis']	['ncbi:1489648', 'gbif:3793714']	Euonymus cochinchinensis	both
LQ-01-61-24_01_pos.mzML	V110861	1	positive	Sample	Celastraceae	Euonymus	euonymus fertilis	Roots	roots	root tissue	belowground	Euonymus_fertilis|Roots	False	True	Euonymus fertilis	ICN	1.0	euonymus fertilis	['sibling_higher']	False	False	Euonymus dielsianus	5513351.0	species	ott3.3draft1	['Euonymus cavaleriei', 'Euonymus dielsianus euryanthus', 'Euonymus dielsianus fertilis', 'Euonymus dielsianus latifolius', 'Euonymus fertilis', 'Euonymus fertilis euryanthus', 'Euonymus leclerei']	['ncbi:1442717', 'gbif:7561667']	Euonymus dielsianus	both
LQ-01-61-25_01_pos.mzML	V110862	1	positive	Sample	Celastraceae	Euonymus	euonymus fertilis	Stems	woody vegetative	woody tissue	aboveground	Euonymus_fertilis|Stems	False	True	Euonymus fertilis	ICN	1.0	euonymus fertilis	['sibling_higher']	False	False	Euonymus dielsianus	5513351.0	species	ott3.3draft1	['Euonymus cavaleriei', 'Euonymus dielsianus euryanthus', 'Euonymus dielsianus fertilis', 'Euonymus dielsianus latifolius', 'Euonymus fertilis', 'Euonymus fertilis euryanthus', 'Euonymus leclerei']	['ncbi:1442717', 'gbif:7561667']	Euonymus dielsianus	both
LQ-01-61-26_01_pos.mzML	V110863	1	positive	Sample	Celastraceae	Euonymus	euonymus fertilis	Leaves	photosynthetic	green tissue	aboveground	Euonymus_fertilis|Leaves	False	True	Euonymus fertilis	ICN	1.0	euonymus fertilis	['sibling_higher']	False	False	Euonymus dielsianus	5513351.0	species	ott3.3draft1	['Euonymus cavaleriei', 'Euonymus dielsianus euryanthus', 'Euonymus dielsianus fertilis', 'Euonymus dielsianus latifolius', 'Euonymus fertilis', 'Euonymus fertilis euryanthus', 'Euonymus leclerei']	['ncbi:1442717', 'gbif:7561667']	Euonymus dielsianus	both
LQ-01-61-27_01_pos.mzML	V105253	1	positive	Sample	Celastraceae	Euonymus	euonymus fortunei	Aerial_parts	multiple	multiple	aboveground	Euonymus_fortunei|Aerial_parts	False	False	Euonymus fortunei	ICN	1.0	euonymus fortunei	['sibling_higher']	False	False	Euonymus fortunei	484232.0	species	ott3.3draft1	['? angustifolius', 'Cassine fortunei', 'Elaeodendron fortunei', 'Elaeodendron javanicum', 'Euonymus fortunei acuminatus', 'Euonymus fortunei patens', 'Euonymus guidingensis', 'Euonymus hederacea', 'Euonymus hederaceus', 'Euonymus hederacioides', 'Euonymus japonicus acutus', 'Euonymus japonicus chinensis', 'Euonymus kiautschovicus', 'Euonymus kiautschovicus patens', 'Euonymus patens', 'Euonymus radicans', 'Euonymus radicans acutus', 'Euonymus wensiensis']	['ncbi:255352', 'gbif:3169137', 'irmng:10946093', 'irmng:10597298']	Euonymus fortunei	both
LQ-01-61-28_01_pos.mzML	V113153	1	positive	Sample	Celastraceae	Euonymus	euonymus grandiflorus	Bark_Stems	woody vegetative	woody tissue	aboveground	Euonymus_grandiflorus|Bark_Stems	False	False	Euonymus grandiflorus	ICN	1.0	euonymus grandiflorus	['sibling_higher']	False	False	Euonymus grandiflorus	106672.0	species	ott3.3draft1	['Euonymus grandiflora', 'Euonymus grandiflorus angustifolius', 'Euonymus grandiflorus longipedunculatus', 'Euonymus grandiflorus salicifolius', 'Euonymus lacerus', 'Euonymus mairei', 'Lophopetalum grandiflorum', 'Lophopetalum lucidum']	['ncbi:1089395', 'gbif:7265594']	Euonymus grandiflorus	both
LQ-01-61-29_01_pos.mzML	V114337	1	positive	Sample	Celastraceae	Euonymus	euonymus javanicus	Bark_tronc	woody vegetative	woody tissue	aboveground	Euonymus_javanicus|Bark_tronc	False	True	Euonymus javanicus	ICN	1.0	euonymus javanicus	['sibling_higher']	False	False	Euonymus alatus	601141.0	species	ott3.3draft1	['Celastrus alatus', 'Euonymus alata', 'Euonymus alatus nakamurae', 'Euonymus bancanus', 'Euonymus coriaceus', 'Euonymus elmeri', 'Euonymus goughii', 'Euonymus horsfieldii', 'Euonymus indicus', 'Euonymus javanicus', 'Euonymus javanicus talungensis', 'Euonymus javanicus timorensis', 'Euonymus micropetalus', 'Euonymus sphaerocarpus', 'Euonymus subtriflorus', 'Euonymus sumatranus', 'Euonymus timorensis']	['ncbi:4307', 'gbif:3169120', 'gbif:3792270', 'irmng:11413819', 'irmng:10590550']	Euonymus alatus	both
LQ-01-61-30_01_pos.mzML	V114338	1	positive	Sample	Celastraceae	Euonymus	euonymus javanicus	Leaves	photosynthetic	green tissue	aboveground	Euonymus_javanicus|Leaves	False	True	Euonymus javanicus	ICN	1.0	euonymus javanicus	['sibling_higher']	False	False	Euonymus alatus	601141.0	species	ott3.3draft1	['Celastrus alatus', 'Euonymus alata', 'Euonymus alatus nakamurae', 'Euonymus bancanus', 'Euonymus coriaceus', 'Euonymus elmeri', 'Euonymus goughii', 'Euonymus horsfieldii', 'Euonymus indicus', 'Euonymus javanicus', 'Euonymus javanicus talungensis', 'Euonymus javanicus timorensis', 'Euonymus micropetalus', 'Euonymus sphaerocarpus', 'Euonymus subtriflorus', 'Euonymus sumatranus', 'Euonymus timorensis']	['ncbi:4307', 'gbif:3169120', 'gbif:3792270', 'irmng:11413819', 'irmng:10590550']	Euonymus alatus	both
LQ-01-61-31_01_pos.mzML	V110309	1	positive	Sample	Celastraceae	Euonymus	euonymus jinfoshanensis	Roots	roots	root tissue	belowground	Euonymus_jinfoshanensis|Roots	True	False	Euonymus gongshanensis	ICN	0.8181818127632141	euonymus jinfoshanensis	['sibling_higher']	False	False	Euonymus frigidus	5513367.0	species	ott3.3draft1	['Euonymus amygdalifolius', 'Euonymus austro-tibetanus', 'Euonymus burmanicus', 'Euonymus crinitus', 'Euonymus crinitus minor', 'Euonymus dasydictyon', 'Euonymus fugongensis', 'Euonymus gongshanensis', 'Euonymus porphyreus', 'Euonymus porphyreus angustifolius', 'Euonymus porphyreus ellipticus', 'Euonymus pygmaeus', 'Euonymus roseoperulatus']	['ncbi:1442720', 'gbif:7265628']	Euonymus frigidus	both
LQ-01-61-32_01_pos.mzML	V110310	1	positive	Sample	Celastraceae	Euonymus	euonymus jinfoshanensis	Stems	woody vegetative	woody tissue	aboveground	Euonymus_jinfoshanensis|Stems	True	False	Euonymus gongshanensis	ICN	0.8181818127632141	euonymus jinfoshanensis	['sibling_higher']	False	False	Euonymus frigidus	5513367.0	species	ott3.3draft1	['Euonymus amygdalifolius', 'Euonymus austro-tibetanus', 'Euonymus burmanicus', 'Euonymus crinitus', 'Euonymus crinitus minor', 'Euonymus dasydictyon', 'Euonymus fugongensis', 'Euonymus gongshanensis', 'Euonymus porphyreus', 'Euonymus porphyreus angustifolius', 'Euonymus porphyreus ellipticus', 'Euonymus pygmaeus', 'Euonymus roseoperulatus']	['ncbi:1442720', 'gbif:7265628']	Euonymus frigidus	both
LQ-01-61-33_01_pos.mzML	V110311	1	positive	Sample	Celastraceae	Euonymus	euonymus jinfoshanensis	Leaves	photosynthetic	green tissue	aboveground	Euonymus_jinfoshanensis|Leaves	True	False	Euonymus gongshanensis	ICN	0.8181818127632141	euonymus jinfoshanensis	['sibling_higher']	False	False	Euonymus frigidus	5513367.0	species	ott3.3draft1	['Euonymus amygdalifolius', 'Euonymus austro-tibetanus', 'Euonymus burmanicus', 'Euonymus crinitus', 'Euonymus crinitus minor', 'Euonymus dasydictyon', 'Euonymus fugongensis', 'Euonymus gongshanensis', 'Euonymus porphyreus', 'Euonymus porphyreus angustifolius', 'Euonymus porphyreus ellipticus', 'Euonymus pygmaeus', 'Euonymus roseoperulatus']	['ncbi:1442720', 'gbif:7265628']	Euonymus frigidus	both
LQ-01-61-34_01_pos.mzML	V111793	1	positive	Sample	Celastraceae	Euonymus	euonymus myrianthus	Roots	roots	root tissue	belowground	Euonymus_myrianthus|Roots	False	False	Euonymus myrianthus	ICN	1.0	euonymus myrianthus	['sibling_higher']	False	False	Euonymus myrianthus	1041052.0	species	ott3.3draft1	['Euonymus lipoensis', 'Euonymus myriantha', 'Euonymus myrianthus crassifolius', 'Euonymus myrianthus tenuifolius', 'Euonymus myrianthus tenuis', 'Euonymus rosthornii', 'Euonymus rosthornii crassifolius', 'Euonymus rosthornii tenuifolius', 'Euonymus sargentianus']	['ncbi:1008910', 'gbif:7265453']	Euonymus myrianthus	both
LQ-01-61-35_01_pos.mzML	V111794	1	positive	Sample	Celastraceae	Euonymus	euonymus myrianthus	Stems	woody vegetative	woody tissue	aboveground	Euonymus_myrianthus|Stems	False	False	Euonymus myrianthus	ICN	1.0	euonymus myrianthus	['sibling_higher']	False	False	Euonymus myrianthus	1041052.0	species	ott3.3draft1	['Euonymus lipoensis', 'Euonymus myriantha', 'Euonymus myrianthus crassifolius', 'Euonymus myrianthus tenuifolius', 'Euonymus myrianthus tenuis', 'Euonymus rosthornii', 'Euonymus rosthornii crassifolius', 'Euonymus rosthornii tenuifolius', 'Euonymus sargentianus']	['ncbi:1008910', 'gbif:7265453']	Euonymus myrianthus	both
LQ-01-61-36_01_pos.mzML	V111795	1	positive	Sample	Celastraceae	Euonymus	euonymus myrianthus	Leaves	photosynthetic	green tissue	aboveground	Euonymus_myrianthus|Leaves	False	False	Euonymus myrianthus	ICN	1.0	euonymus myrianthus	['sibling_higher']	False	False	Euonymus myrianthus	1041052.0	species	ott3.3draft1	['Euonymus lipoensis', 'Euonymus myriantha', 'Euonymus myrianthus crassifolius', 'Euonymus myrianthus tenuifolius', 'Euonymus myrianthus tenuis', 'Euonymus rosthornii', 'Euonymus rosthornii crassifolius', 'Euonymus rosthornii tenuifolius', 'Euonymus sargentianus']	['ncbi:1008910', 'gbif:7265453']	Euonymus myrianthus	both
LQ-01-61-37_01_pos.mzML	V111409	1	positive	Sample	Celastraceae	Euonymus	euonymus sanguineus	Roots	roots	root tissue	belowground	Euonymus_sanguineus|Roots	False	False	Euonymus sanguineus	ICN	1.0	euonymus sanguineus	['sibling_higher']	False	False	Euonymus sanguineus	5513349.0	species	ott3.3draft1	['Euonymus monbeigii', 'Euonymus sanguineus brevipedunculatus', 'Euonymus sanguineus camptoneurus', 'Euonymus sanguineus lanceolatus', 'Euonymus sanguineus laxa', 'Euonymus sanguineus orthoneurus', 'Euonymus sanguineus pachyphyllus']	['ncbi:1442727', 'gbif:7460584']	Euonymus sanguineus	both
LQ-01-61-38_01_pos.mzML	V111410	1	positive	Sample	Celastraceae	Euonymus	euonymus sanguineus	Stems	woody vegetative	woody tissue	aboveground	Euonymus_sanguineus|Stems	False	False	Euonymus sanguineus	ICN	1.0	euonymus sanguineus	['sibling_higher']	False	False	Euonymus sanguineus	5513349.0	species	ott3.3draft1	['Euonymus monbeigii', 'Euonymus sanguineus brevipedunculatus', 'Euonymus sanguineus camptoneurus', 'Euonymus sanguineus lanceolatus', 'Euonymus sanguineus laxa', 'Euonymus sanguineus orthoneurus', 'Euonymus sanguineus pachyphyllus']	['ncbi:1442727', 'gbif:7460584']	Euonymus sanguineus	both
LQ-01-61-39_01_pos.mzML	V111411	1	positive	Sample	Celastraceae	Euonymus	euonymus sanguineus	Leaves	photosynthetic	green tissue	aboveground	Euonymus_sanguineus|Leaves	False	False	Euonymus sanguineus	ICN	1.0	euonymus sanguineus	['sibling_higher']	False	False	Euonymus sanguineus	5513349.0	species	ott3.3draft1	['Euonymus monbeigii', 'Euonymus sanguineus brevipedunculatus', 'Euonymus sanguineus camptoneurus', 'Euonymus sanguineus lanceolatus', 'Euonymus sanguineus laxa', 'Euonymus sanguineus orthoneurus', 'Euonymus sanguineus pachyphyllus']	['ncbi:1442727', 'gbif:7460584']	Euonymus sanguineus	both
LQ-01-61-40_01_pos.mzML	V114012	1	positive	Sample	Celastraceae	Hippocratea	hippocratea urceolus	Leaves	photosynthetic	green tissue	aboveground	Hippocratea_urceolus|Leaves	False	True	Hippocratea urceolus	ICN	1.0	hippocratea urceolus	[]	False	False	Loeseneriella urceolus	598418.0	species	ott3.3draft1	['Hippocratea urceolus']	['ncbi:1009579', 'gbif:7265556']	Loeseneriella urceolus	both
LQ-01-61-41_01_pos.mzML	V107269	1	positive	Sample	Celastraceae	Loeseneriella	loeseneriella concinna	Stems	woody vegetative	woody tissue	aboveground	Loeseneriella_concinna|Stems	False	False	Loeseneriella concinna	ICN	1.0	loeseneriella concinna	[]	False	False	Loeseneriella concinna	5750078.0	species	ott3.3draft1	[]	['ncbi:1603813', 'gbif:3792597']	Loeseneriella concinna	both
LQ-01-61-42_01_pos.mzML	V108472	1	positive	Sample	Celastraceae	Loeseneriella	loeseneriella concinna	Leaves	photosynthetic	green tissue	aboveground	Loeseneriella_concinna|Leaves	False	False	Loeseneriella concinna	ICN	1.0	loeseneriella concinna	[]	False	False	Loeseneriella concinna	5750078.0	species	ott3.3draft1	[]	['ncbi:1603813', 'gbif:3792597']	Loeseneriella concinna	both
LQ-01-61-43_01_pos.mzML	V108332	1	positive	Sample	Celastraceae	Maytenus	maytenus buchananii	Leaves	photosynthetic	green tissue	aboveground	Maytenus_buchananii|Leaves	False	True	Maytenus buchananii	ICN	1.0	maytenus buchananii	[]	False	False	Gymnosporia buchananii	6092721.0	species	ott3.3draft1	['Celastrus littoralis', 'Celastrus ndelleensis', 'Gymnosporia filamentosa', 'Maytenus buchananii', 'Maytenus edgari']	['gbif:3791646']	Gymnosporia buchananii	both
LQ-01-61-44_01_pos.mzML	V108333	1	positive	Sample	Celastraceae	Maytenus	maytenus buchananii	Stems	woody vegetative	woody tissue	aboveground	Maytenus_buchananii|Stems	False	True	Maytenus buchananii	ICN	1.0	maytenus buchananii	[]	False	False	Gymnosporia buchananii	6092721.0	species	ott3.3draft1	['Celastrus littoralis', 'Celastrus ndelleensis', 'Gymnosporia filamentosa', 'Maytenus buchananii', 'Maytenus edgari']	['gbif:3791646']	Gymnosporia buchananii	both
