filename	ATTRIBUTE_Code	ATTRIBUTE_Replicate	ATTRIBUTE_polarity	ATTRIBUTE_Type	ATTRIBUTE_Family	ATTRIBUTE_Genus	ATTRIBUTE_Species	ATTRIBUTE_Organe	ATTRIBUTE_Broad_organ	ATTRIBUTE_Tissue	ATTRIBUTE_Subsystem	ATTRIBUTE_Sppart	is_approximate_match	is_synonym	matched_name	nomenclature_code	score	search_string	taxon.flags	taxon.is_suppressed	taxon.is_suppressed_from_synth	taxon.name	taxon.ott_id	taxon.rank	taxon.source	taxon.synonyms	taxon.tax_sources	taxon.unique_name	_merge
LQ-01-61-51_02_pos.mzML	V106281	2	positive	Sample	Celastraceae	Maytenus	maytenus polycantha	Aerial_parts	multiple	multiple	aboveground	Maytenus_polycantha|Aerial_parts	True	False	Maytenus oligantha	ICN	0.8333333134651184	maytenus polycantha	[]	False	False	Gymnosporia graciliramula	6092740.0	species	ott3.3draft1	['Maytenus graciliramulus', 'Maytenus longlinensis', 'Maytenus oligantha', 'Maytenus pseudoracemosa']	['gbif:3790961']	Gymnosporia graciliramula	both
LQ-01-61-52_02_pos.mzML	V116016	2	positive	Sample	Celastraceae	Maytenus	maytenus senegalensis	Leaves	photosynthetic	green tissue	aboveground	Maytenus_senegalensis|Leaves	False	True	Maytenus senegalensis	ICN	1.0	maytenus senegalensis	[]	False	False	Gymnosporia senegalensis	170566.0	species	ott3.3draft1	['Catha decolor', 'Catha montana', 'Catha senegalensis', 'Celastrus coriaceus', 'Celastrus crenatus', 'Celastrus decolor', 'Celastrus glaucus', 'Celastrus montanus', 'Celastrus obovatus', 'Celastrus pallidus', 'Celastrus phyllacanthus', 'Celastrus saharae', 'Celastrus senegalensis', 'Celastrus senegalensis pumilus', 'Gymnosporia baumii', 'Gymnosporia benguelensis', 'Gymnosporia crenulata', 'Gymnosporia eminiana', 'Gymnosporia eremoecusa', 'Gymnosporia europaea', 'Gymnosporia intermedia', 'Gymnosporia montana', 'Gymnosporia saharae', 'Gymnosporia senegalensis angustifolia', 'Gymnosporia senegalensis inermis', 'Gymnosporia senegalensis spinosa', 'Maytenus baumii', 'Maytenus senegalensis', 'Staphylea montana']	['ncbi:256095', 'gbif:3793847']	Gymnosporia senegalensis	both
LQ-01-61-53_02_pos.mzML	V116017	2	positive	Sample	Celastraceae	Maytenus	maytenus senegalensis	Stems	woody vegetative	woody tissue	aboveground	Maytenus_senegalensis|Stems	False	True	Maytenus senegalensis	ICN	1.0	maytenus senegalensis	[]	False	False	Gymnosporia senegalensis	170566.0	species	ott3.3draft1	['Catha decolor', 'Catha montana', 'Catha senegalensis', 'Celastrus coriaceus', 'Celastrus crenatus', 'Celastrus decolor', 'Celastrus glaucus', 'Celastrus montanus', 'Celastrus obovatus', 'Celastrus pallidus', 'Celastrus phyllacanthus', 'Celastrus saharae', 'Celastrus senegalensis', 'Celastrus senegalensis pumilus', 'Gymnosporia baumii', 'Gymnosporia benguelensis', 'Gymnosporia crenulata', 'Gymnosporia eminiana', 'Gymnosporia eremoecusa', 'Gymnosporia europaea', 'Gymnosporia intermedia', 'Gymnosporia montana', 'Gymnosporia saharae', 'Gymnosporia senegalensis angustifolia', 'Gymnosporia senegalensis inermis', 'Gymnosporia senegalensis spinosa', 'Maytenus baumii', 'Maytenus senegalensis', 'Staphylea montana']	['ncbi:256095', 'gbif:3793847']	Gymnosporia senegalensis	both
LQ-01-61-54_02_pos.mzML	V105698	2	positive	Sample	Celastraceae	Maytenus	maytenus undata	Leaves	photosynthetic	green tissue	aboveground	Maytenus_undata|Leaves	False	False	Maytenus undata	ICN	1.0	maytenus undata	[]	False	False	Maytenus undata	755531.0	species	ott3.3draft1	['Aerisilvaea serrata', 'Catha fasciculata', 'Celastrus collinus', 'Celastrus cymatodes', 'Celastrus dumetorum', 'Celastrus fasciculatus', 'Celastrus huillensis', 'Celastrus lancifolius', 'Celastrus laurifolius', 'Celastrus luteolus', 'Celastrus macrophyllus', 'Celastrus sinuato-dentatus', 'Celastrus undatus', 'Celastrus zeyheri', 'Gymnosporia fasciculata', 'Gymnosporia goetzeana', 'Gymnosporia huillensis', 'Gymnosporia lancifolia', 'Gymnosporia laurifolia', 'Gymnosporia luteola', 'Gymnosporia maliensis', 'Gymnosporia peglerae', 'Gymnosporia rehmannii', 'Gymnosporia undata', 'Gymnosporia zeyheri', 'Maytenus fasciculata', 'Maytenus goetzeana', 'Maytenus huillensis', 'Maytenus lancifolia', 'Maytenus laurifolia', 'Maytenus luteola', 'Maytenus zeyheri', 'Scolopia platyphylla']	['ncbi:123432', 'gbif:8980730', 'gbif:3793673', 'irmng:10465172']	Maytenus undata	both
LQ-01-61-55_02_pos.mzML	V105699	2	positive	Sample	Celastraceae	Maytenus	maytenus undata	Stems	woody vegetative	woody tissue	aboveground	Maytenus_undata|Stems	False	False	Maytenus undata	ICN	1.0	maytenus undata	[]	False	False	Maytenus undata	755531.0	species	ott3.3draft1	['Aerisilvaea serrata', 'Catha fasciculata', 'Celastrus collinus', 'Celastrus cymatodes', 'Celastrus dumetorum', 'Celastrus fasciculatus', 'Celastrus huillensis', 'Celastrus lancifolius', 'Celastrus laurifolius', 'Celastrus luteolus', 'Celastrus macrophyllus', 'Celastrus sinuato-dentatus', 'Celastrus undatus', 'Celastrus zeyheri', 'Gymnosporia fasciculata', 'Gymnosporia goetzeana', 'Gymnosporia huillensis', 'Gymnosporia lancifolia', 'Gymnosporia laurifolia', 'Gymnosporia luteola', 'Gymnosporia maliensis', 'Gymnosporia peglerae', 'Gymnosporia rehmannii', 'Gymnosporia undata', 'Gymnosporia zeyheri', 'Maytenus fasciculata', 'Maytenus goetzeana', 'Maytenus huillensis', 'Maytenus lancifolia', 'Maytenus laurifolia', 'Maytenus luteola', 'Maytenus zeyheri', 'Scolopia platyphylla']	['ncbi:123432', 'gbif:8980730', 'gbif:3793673', 'irmng:10465172']	Maytenus undata	both
LQ-01-61-56_02_pos.mzML	V109319	2	positive	Sample	Celastraceae	Maytenus	maytenus undata	Roots	roots	root tissue	belowground	Maytenus_undata|Roots	False	False	Maytenus undata	ICN	1.0	maytenus undata	[]	False	False	Maytenus undata	755531.0	species	ott3.3draft1	['Aerisilvaea serrata', 'Catha fasciculata', 'Celastrus collinus', 'Celastrus cymatodes', 'Celastrus dumetorum', 'Celastrus fasciculatus', 'Celastrus huillensis', 'Celastrus lancifolius', 'Celastrus laurifolius', 'Celastrus luteolus', 'Celastrus macrophyllus', 'Celastrus sinuato-dentatus', 'Celastrus undatus', 'Celastrus zeyheri', 'Gymnosporia fasciculata', 'Gymnosporia goetzeana', 'Gymnosporia huillensis', 'Gymnosporia lancifolia', 'Gymnosporia laurifolia', 'Gymnosporia luteola', 'Gymnosporia maliensis', 'Gymnosporia peglerae', 'Gymnosporia rehmannii', 'Gymnosporia undata', 'Gymnosporia zeyheri', 'Maytenus fasciculata', 'Maytenus goetzeana', 'Maytenus huillensis', 'Maytenus lancifolia', 'Maytenus laurifolia', 'Maytenus luteola', 'Maytenus zeyheri', 'Scolopia platyphylla']	['ncbi:123432', 'gbif:8980730', 'gbif:3793673', 'irmng:10465172']	Maytenus undata	both
LQ-01-61-57_02_pos.mzML	V107914	2	positive	Sample	Celastraceae	Microtropis	microtropis triflora	Roots	roots	root tissue	belowground	Microtropis_triflora|Roots	False	False	Microtropis triflora	ICN	1.0	microtropis triflora	[]	False	False	Microtropis triflora	1045126.0	species	ott3.3draft1	['Microtropis fokienensis longipedunculata', 'Microtropis triflora szechuanensis']	['ncbi:1089421', 'gbif:7265485']	Microtropis triflora	both
LQ-01-61-58_02_pos.mzML	V107915	2	positive	Sample	Celastraceae	Microtropis	microtropis triflora	Stems	woody vegetative	woody tissue	aboveground	Microtropis_triflora|Stems	False	False	Microtropis triflora	ICN	1.0	microtropis triflora	[]	False	False	Microtropis triflora	1045126.0	species	ott3.3draft1	['Microtropis fokienensis longipedunculata', 'Microtropis triflora szechuanensis']	['ncbi:1089421', 'gbif:7265485']	Microtropis triflora	both
LQ-01-61-59_02_pos.mzML	V107916	2	positive	Sample	Celastraceae	Microtropis	microtropis triflora	Leaves	photosynthetic	green tissue	aboveground	Microtropis_triflora|Leaves	False	False	Microtropis triflora	ICN	1.0	microtropis triflora	[]	False	False	Microtropis triflora	1045126.0	species	ott3.3draft1	['Microtropis fokienensis longipedunculata', 'Microtropis triflora szechuanensis']	['ncbi:1089421', 'gbif:7265485']	Microtropis triflora	both
LQ-01-61-60_02_pos.mzML	V102807	2	positive	Sample	Celastraceae	Mystroxylon	mystroxylon aethiopicum	Bark_Stems	woody vegetative	woody tissue	aboveground	Mystroxylon_aethiopicum|Bark_Stems	False	False	Mystroxylon aethiopicum	ICN	1.0	mystroxylon aethiopicum	[]	False	False	Mystroxylon aethiopicum	55956.0	species	ott3.3draft1	[]	['ncbi:353138', 'gbif:7265777']	Mystroxylon aethiopicum	both
LQ-01-61-61_02_pos.mzML	V103478	2	positive	Sample	Celastraceae	Mystroxylon	mystroxylon aethiopicum	Leaves	photosynthetic	green tissue	aboveground	Mystroxylon_aethiopicum|Leaves	False	False	Mystroxylon aethiopicum	ICN	1.0	mystroxylon aethiopicum	[]	False	False	Mystroxylon aethiopicum	55956.0	species	ott3.3draft1	[]	['ncbi:353138', 'gbif:7265777']	Mystroxylon aethiopicum	both
LQ-01-61-62_02_pos.mzML	V107716	2	positive	Sample	Celastraceae	Pleurostylia	pleurostylia africana	Leaves	photosynthetic	green tissue	aboveground	Pleurostylia_africana|Leaves	False	False	Pleurostylia africana	ICN	1.0	pleurostylia africana	[]	False	False	Pleurostylia africana	6093163.0	species	ott3.3draft1	['Pleurostylia heynei acutifolia']	['ncbi:1906730', 'gbif:3792438']	Pleurostylia africana	both
LQ-01-61-63_02_pos.mzML	V100713	2	positive	Sample	Celastraceae	Pleurostylia	pleurostylia pachyphloe	Stems	woody vegetative	woody tissue	aboveground	Pleurostylia_pachyphloe|Stems	True	False	Pleurostylia pachyphloea	ICN	0.9583333134651184	pleurostylia pachyphloe	[]	False	False	Pleurostylia pachyphloea	6093164.0	species	ott3.3draft1	['Euonymus myrtoides']	['ncbi:1906731', 'gbif:3792344']	Pleurostylia pachyphloea	both
LQ-01-61-64_02_pos.mzML	V100727	2	positive	Sample	Celastraceae	Pleurostylia	pleurostylia pachyphloe	Leaves	photosynthetic	green tissue	aboveground	Pleurostylia_pachyphloe|Leaves	True	False	Pleurostylia pachyphloea	ICN	0.9583333134651184	pleurostylia pachyphloe	[]	False	False	Pleurostylia pachyphloea	6093164.0	species	ott3.3draft1	['Euonymus myrtoides']	['ncbi:1906731', 'gbif:3792344']	Pleurostylia pachyphloea	both
LQ-01-61-65_02_pos.mzML	V113494	2	positive	Sample	Celastraceae	Salacia	salacia chinensis	Leaves	photosynthetic	green tissue	aboveground	Salacia_chinensis|Leaves	False	False	Salacia chinensis	ICN	1.0	salacia chinensis	[]	False	False	Salacia chinensis	380833.0	species	ott3.3draft1	['Comocladia serrata', 'Johnia coromandeliana', 'Johnia serrata', 'Salacia angularis', 'Salacia coromandeliana', 'Salacia evonymiflora', 'Salacia littoralis', 'Salacia naumannii', 'Salacia patens', 'Salacia podopetala', 'Salacia prinoides', 'Salacia roxburghii', 'Salacia sinensis', 'Salacia socia', 'Salacia wightiana', 'Tonsella chinensis', 'Tontelea prinoides']	['ncbi:1009589', 'gbif:5414293', 'irmng:10202499']	Salacia chinensis	both
LQ-01-61-66_02_pos.mzML	V113495	2	positive	Sample	Celastraceae	Salacia	salacia chinensis	Branche	woody vegetative	woody tissue	aboveground	Salacia_chinensis|Branche	False	False	Salacia chinensis	ICN	1.0	salacia chinensis	[]	False	False	Salacia chinensis	380833.0	species	ott3.3draft1	['Comocladia serrata', 'Johnia coromandeliana', 'Johnia serrata', 'Salacia angularis', 'Salacia coromandeliana', 'Salacia evonymiflora', 'Salacia littoralis', 'Salacia naumannii', 'Salacia patens', 'Salacia podopetala', 'Salacia prinoides', 'Salacia roxburghii', 'Salacia sinensis', 'Salacia socia', 'Salacia wightiana', 'Tonsella chinensis', 'Tontelea prinoides']	['ncbi:1009589', 'gbif:5414293', 'irmng:10202499']	Salacia chinensis	both
LQ-01-61-67_02_pos.mzML	V113496	2	positive	Sample	Celastraceae	Salacia	salacia chinensis	Roots	roots	root tissue	belowground	Salacia_chinensis|Roots	False	False	Salacia chinensis	ICN	1.0	salacia chinensis	[]	False	False	Salacia chinensis	380833.0	species	ott3.3draft1	['Comocladia serrata', 'Johnia coromandeliana', 'Johnia serrata', 'Salacia angularis', 'Salacia coromandeliana', 'Salacia evonymiflora', 'Salacia littoralis', 'Salacia naumannii', 'Salacia patens', 'Salacia podopetala', 'Salacia prinoides', 'Salacia roxburghii', 'Salacia sinensis', 'Salacia socia', 'Salacia wightiana', 'Tonsella chinensis', 'Tontelea prinoides']	['ncbi:1009589', 'gbif:5414293', 'irmng:10202499']	Salacia chinensis	both
LQ-01-61-68_02_pos.mzML	V114998	2	positive	Sample	Celastraceae	Salacia	salacia cochinchinensis	Leaves	photosynthetic	green tissue	aboveground	Salacia_cochinchinensis|Leaves	False	False	Salacia cochinchinensis	ICN	1.0	salacia cochinchinensis	[]	False	False	Salacia cochinchinensis	6093201.0	species	ott3.3draft1	[]	['gbif:5579857']	Salacia cochinchinensis	both
LQ-01-61-69_02_pos.mzML	V114999	2	positive	Sample	Celastraceae	Salacia	salacia cochinchinensis	Branche	woody vegetative	woody tissue	aboveground	Salacia_cochinchinensis|Branche	False	False	Salacia cochinchinensis	ICN	1.0	salacia cochinchinensis	[]	False	False	Salacia cochinchinensis	6093201.0	species	ott3.3draft1	[]	['gbif:5579857']	Salacia cochinchinensis	both
LQ-01-61-70_02_pos.mzML	V115000	2	positive	Sample	Celastraceae	Salacia	salacia cochinchinensis	Underground_parts	multiple	multiple	belowground	Salacia_cochinchinensis|Underground_parts	False	False	Salacia cochinchinensis	ICN	1.0	salacia cochinchinensis	[]	False	False	Salacia cochinchinensis	6093201.0	species	ott3.3draft1	[]	['gbif:5579857']	Salacia cochinchinensis	both
LQ-01-61-71_02_pos.mzML	V102387	2	positive	Sample	Celastraceae	Salacia	salacia prinoides	Indeterminated	multiple	multiple	multiple	Salacia_prinoides|Indeterminated	False	True	Salacia prinoides	ICN	1.0	salacia prinoides	[]	False	False	Salacia chinensis	380833.0	species	ott3.3draft1	['Comocladia serrata', 'Johnia coromandeliana', 'Johnia serrata', 'Salacia angularis', 'Salacia coromandeliana', 'Salacia evonymiflora', 'Salacia littoralis', 'Salacia naumannii', 'Salacia patens', 'Salacia podopetala', 'Salacia prinoides', 'Salacia roxburghii', 'Salacia sinensis', 'Salacia socia', 'Salacia wightiana', 'Tonsella chinensis', 'Tontelea prinoides']	['ncbi:1009589', 'gbif:5414293', 'irmng:10202499']	Salacia chinensis	both
LQ-01-61-72_02_pos.mzML	V102634	2	positive	Sample	Celastraceae	Salacia	salacia letestuana	Fruits	reproductive	green tissue	aboveground	Salacia_letestuana|Fruits	False	True	Salacia letestuana	ICN	1.0	salacia letestuana	[]	False	False	Salacighia letestuana	673632.0	species	ott3.3draft1	['Salacia letestuana', 'Salacighia malpighioides']	['ncbi:670378', 'gbif:3791314']	Salacighia letestuana	both
LQ-01-61-73_02_pos.mzML	V109564	2	positive	Sample	Celastraceae	Tripterygium	tripterygium hypoglacum	Roots	roots	root tissue	belowground	Tripterygium_hypoglacum |Roots	True	False	Tripterygium hypoglaucum	ICN	0.9583333134651184	tripterygium hypoglacum	[]	False	False	Tripterygium hypoglaucum	906992.0	species	ott3.3draft1	[]	['ncbi:205465', 'gbif:8761330']	Tripterygium hypoglaucum	both
LQ-01-61-74_02_pos.mzML	V107005	2	positive	Sample	Celastraceae	Tripterygium	tripterygium wilfordii	Roots	roots	root tissue	belowground	Tripterygium_wilfordii|Roots	False	False	Tripterygium wilfordii	ICN	1.0	tripterygium wilfordii	[]	False	False	Tripterygium wilfordii	300831.0	species	ott3.3draft1	['Aspidopterys hypoglauca', 'Tripterygium bullockii', 'Tripterygium forrestii', 'Tripterygium hypoglaucum', 'Tripterygium regelii', 'Tripterygium regelii occidentale', 'Tripterygium wilfordii exesum', 'Tripterygium wilfordii regelii']	['ncbi:458696', 'gbif:5579615']	Tripterygium wilfordii	both
LQ-01-61-75_02_pos.mzML	V107006	2	positive	Sample	Celastraceae	Tripterygium	tripterygium wilfordii	Stems	woody vegetative	woody tissue	aboveground	Tripterygium_wilfordii|Stems	False	False	Tripterygium wilfordii	ICN	1.0	tripterygium wilfordii	[]	False	False	Tripterygium wilfordii	300831.0	species	ott3.3draft1	['Aspidopterys hypoglauca', 'Tripterygium bullockii', 'Tripterygium forrestii', 'Tripterygium hypoglaucum', 'Tripterygium regelii', 'Tripterygium regelii occidentale', 'Tripterygium wilfordii exesum', 'Tripterygium wilfordii regelii']	['ncbi:458696', 'gbif:5579615']	Tripterygium wilfordii	both
LQ-01-61-76_02_pos.mzML		2	positive	Blank_process																									left_only
LQ-01-61-78_02_pos.mzML	V113570	2	positive	Sample	Celastraceae	Reissantia	reissantia indica	Roots	roots	root tissue	belowground	Reissantia_indica|Roots	False	True	Reissantia indica	ICN	1.0	reissantia indica	[]	False	False	Pristimera indica	332602.0	species	ott3.3draft1	['Hippocratea beccarii', 'Hippocratea cassinoides', 'Hippocratea disperma', 'Hippocratea euonymoides', 'Hippocratea fuscescens', 'Hippocratea indica', 'Hippocratea lobbii', 'Hippocratea obtusifolia', 'Hippocratea pentandra', 'Reissantia barbata', 'Reissantia cassinoides', 'Reissantia indica', 'Tontelea disperma']	['ncbi:123465', 'gbif:7265761']	Pristimera indica	both
LQ-01-61-01_03_pos.mzML	V107694 	3	positive	Sample	Celastraceae	Catha	catha edulis	Leaves	photosynthetic	green tissue	aboveground	Catha_edulis|Leaves	False	False	Catha edulis	ICN	1.0	catha edulis	[]	False	False	Catha edulis	282743.0	species	ott3.3draft1	['Catha forskalii', 'Catha glauca', 'Catha inermis', 'Celastrus edulis', 'Celastrus tsaad', 'Dillonia abyssinica', 'Hartogia thea', 'Methyscophyllum glaucum', 'Trigonotheca serrata']	['ncbi:123405', 'gbif:7979745', 'irmng:10202236']	Catha edulis	both
LQ-01-61-02_03_pos.mzML	V107695	3	positive	Sample	Celastraceae	Catha	catha edulis	Stems	woody vegetative	woody tissue	aboveground	Catha_edulis|Stems	False	False	Catha edulis	ICN	1.0	catha edulis	[]	False	False	Catha edulis	282743.0	species	ott3.3draft1	['Catha forskalii', 'Catha glauca', 'Catha inermis', 'Celastrus edulis', 'Celastrus tsaad', 'Dillonia abyssinica', 'Hartogia thea', 'Methyscophyllum glaucum', 'Trigonotheca serrata']	['ncbi:123405', 'gbif:7979745', 'irmng:10202236']	Catha edulis	both
LQ-01-61-03_03_pos.mzML	V107696	3	positive	Sample	Celastraceae	Catha	catha edulis	Roots	roots	root tissue	belowground	Catha_edulis|Roots	False	False	Catha edulis	ICN	1.0	catha edulis	[]	False	False	Catha edulis	282743.0	species	ott3.3draft1	['Catha forskalii', 'Catha glauca', 'Catha inermis', 'Celastrus edulis', 'Celastrus tsaad', 'Dillonia abyssinica', 'Hartogia thea', 'Methyscophyllum glaucum', 'Trigonotheca serrata']	['ncbi:123405', 'gbif:7979745', 'irmng:10202236']	Catha edulis	both
LQ-01-61-04_03_pos.mzML	V114502	3	positive	Sample	Celastraceae	Catha	catha edulis	Aerial_parts	multiple	multiple	aboveground	Catha_edulis |Aerial_parts	False	False	Catha edulis	ICN	1.0	catha edulis	[]	False	False	Catha edulis	282743.0	species	ott3.3draft1	['Catha forskalii', 'Catha glauca', 'Catha inermis', 'Celastrus edulis', 'Celastrus tsaad', 'Dillonia abyssinica', 'Hartogia thea', 'Methyscophyllum glaucum', 'Trigonotheca serrata']	['ncbi:123405', 'gbif:7979745', 'irmng:10202236']	Catha edulis	both
LQ-01-61-05_03_pos.mzML	V103080	3	positive	Sample	Celastraceae	Celastrus	celastrus orbiculatus	Stems	woody vegetative	woody tissue	aboveground	Celastrus_orbiculatus|Stems	False	False	Celastrus orbiculatus	ICN	1.0	celastrus orbiculatus	[]	False	False	Celastrus orbiculatus	56757.0	species	ott3.3draft1	['? papillosus', 'Catha articulata', 'Celastrus articulata', 'Celastrus articulatus', 'Celastrus articulatus orbiculata', 'Celastrus articulatus papillosus', 'Celastrus articulatus pubescens', 'Celastrus crispulus', 'Celastrus insularis', 'Celastrus jeholensis', 'Celastrus orbiculata', 'Celastrus orbiculatus major', 'Celastrus orbiculatus papillosus', 'Celastrus tatarinowii']	['ncbi:85181', 'gbif:8104460', 'irmng:10764774']	Celastrus orbiculatus	both
LQ-01-61-06_03_pos.mzML	V111863	3	positive	Sample	Celastraceae	Celastrus	celastrus orbiculatus	Roots	roots	root tissue	belowground	Celastrus_orbiculatus|Roots	False	False	Celastrus orbiculatus	ICN	1.0	celastrus orbiculatus	[]	False	False	Celastrus orbiculatus	56757.0	species	ott3.3draft1	['? papillosus', 'Catha articulata', 'Celastrus articulata', 'Celastrus articulatus', 'Celastrus articulatus orbiculata', 'Celastrus articulatus papillosus', 'Celastrus articulatus pubescens', 'Celastrus crispulus', 'Celastrus insularis', 'Celastrus jeholensis', 'Celastrus orbiculata', 'Celastrus orbiculatus major', 'Celastrus orbiculatus papillosus', 'Celastrus tatarinowii']	['ncbi:85181', 'gbif:8104460', 'irmng:10764774']	Celastrus orbiculatus	both
LQ-01-61-07_03_pos.mzML	V100029	3	positive	Sample	Celastraceae	Celastrus	celastrus paniculatus	Seeds	reproductive	green tissue	aboveground	Celastrus_paniculatus|Graines	False	False	Celastrus paniculatus	ICN	1.0	celastrus paniculatus	[]	False	False	Celastrus paniculatus	561287.0	species	ott3.3draft1	['Celastrus marginatus']	['ncbi:994668', 'gbif:7265565']	Celastrus paniculatus	both
LQ-01-61-08_03_pos.mzML	V105603	3	positive	Sample	Celastraceae	Celastrus	celastrus paniculatus	Leaves	photosynthetic	green tissue	aboveground	Celastrus_paniculatus|Leaves	False	False	Celastrus paniculatus	ICN	1.0	celastrus paniculatus	[]	False	False	Celastrus paniculatus	561287.0	species	ott3.3draft1	['Celastrus marginatus']	['ncbi:994668', 'gbif:7265565']	Celastrus paniculatus	both
LQ-01-61-09_03_pos.mzML	V105604	3	positive	Sample	Celastraceae	Celastrus	celastrus paniculatus	Bark_tronc	woody vegetative	woody tissue	aboveground	Celastrus_paniculatus|Bark_tronc	False	False	Celastrus paniculatus	ICN	1.0	celastrus paniculatus	[]	False	False	Celastrus paniculatus	561287.0	species	ott3.3draft1	['Celastrus marginatus']	['ncbi:994668', 'gbif:7265565']	Celastrus paniculatus	both
LQ-01-61-10_03_pos.mzML	V108295	3	positive	Sample	Celastraceae	Elaeodendron	elaeodendron schweinfurthianum	Leaves	photosynthetic	green tissue	aboveground	Elaeodendron_schweinfurthianum|Leaves	False	False	Elaeodendron schweinfurthianum	ICN	1.0	elaeodendron schweinfurthianum	[]	False	False	Elaeodendron schweinfurthianum	6092564.0	species	ott3.3draft1	['Cassine schweinfurthiana', 'Elaeodendron somalense', 'Elaeodendron zanzibaricum']	['gbif:3791126']	Elaeodendron schweinfurthianum	both
LQ-01-61-11_03_pos.mzML	V108296	3	positive	Sample	Celastraceae	Elaeodendron	elaeodendron schweinfurthianum	Stems	woody vegetative	woody tissue	aboveground	Elaeodendron_schweinfurthianum|Stems	False	False	Elaeodendron schweinfurthianum	ICN	1.0	elaeodendron schweinfurthianum	[]	False	False	Elaeodendron schweinfurthianum	6092564.0	species	ott3.3draft1	['Cassine schweinfurthiana', 'Elaeodendron somalense', 'Elaeodendron zanzibaricum']	['gbif:3791126']	Elaeodendron schweinfurthianum	both
LQ-01-61-13_01_pos.mzML	V113978	1	positive	Sample	Celastraceae	Evonymopsis	evonymopsis	Stems	woody vegetative	woody tissue	aboveground	Evonympsis_sp|Stems	False	False	Evonymopsis	ICN	1.0	evonymopsis	['sibling_higher']	False	False	Evonymopsis	5233471.0	genus	ott3.3draft1	['Euonymopsis']	['ncbi:1312050', 'gbif:7265617', 'irmng:1241964']	Evonymopsis	both
LQ-01-61-13_02_pos.mzML	V113978	2	positive	Sample	Celastraceae	Evonymopsis	evonymopsis	Stems	woody vegetative	woody tissue	aboveground	Evonympsis_sp|Stems	False	False	Evonymopsis	ICN	1.0	evonymopsis	['sibling_higher']	False	False	Evonymopsis	5233471.0	genus	ott3.3draft1	['Euonymopsis']	['ncbi:1312050', 'gbif:7265617', 'irmng:1241964']	Evonymopsis	both
LQ-01-61-13_03_pos.mzML	V113978	3	positive	Sample	Celastraceae	Evonymopsis	evonymopsis	Stems	woody vegetative	woody tissue	aboveground	Evonympsis_sp|Stems	False	False	Evonymopsis	ICN	1.0	evonymopsis	['sibling_higher']	False	False	Evonymopsis	5233471.0	genus	ott3.3draft1	['Euonymopsis']	['ncbi:1312050', 'gbif:7265617', 'irmng:1241964']	Evonymopsis	both
LQ-01-61-15_03_pos.mzML	V104538	3	positive	Sample	Celastraceae	Euonymus	euonymus alatus	Stems	woody vegetative	woody tissue	aboveground	Euonymus_alatus|Stems	False	False	Euonymus alatus	ICN	1.0	euonymus alatus	['sibling_higher']	False	False	Euonymus alatus	601141.0	species	ott3.3draft1	['Celastrus alatus', 'Euonymus alata', 'Euonymus alatus nakamurae', 'Euonymus bancanus', 'Euonymus coriaceus', 'Euonymus elmeri', 'Euonymus goughii', 'Euonymus horsfieldii', 'Euonymus indicus', 'Euonymus javanicus', 'Euonymus javanicus talungensis', 'Euonymus javanicus timorensis', 'Euonymus micropetalus', 'Euonymus sphaerocarpus', 'Euonymus subtriflorus', 'Euonymus sumatranus', 'Euonymus timorensis']	['ncbi:4307', 'gbif:3169120', 'gbif:3792270', 'irmng:11413819', 'irmng:10590550']	Euonymus alatus	both
LQ-01-61-16_03_pos.mzML	V104539	3	positive	Sample	Celastraceae	Euonymus	euonymus alatus	Leaves	photosynthetic	green tissue	aboveground	Euonymus_alatus|Leaves	False	False	Euonymus alatus	ICN	1.0	euonymus alatus	['sibling_higher']	False	False	Euonymus alatus	601141.0	species	ott3.3draft1	['Celastrus alatus', 'Euonymus alata', 'Euonymus alatus nakamurae', 'Euonymus bancanus', 'Euonymus coriaceus', 'Euonymus elmeri', 'Euonymus goughii', 'Euonymus horsfieldii', 'Euonymus indicus', 'Euonymus javanicus', 'Euonymus javanicus talungensis', 'Euonymus javanicus timorensis', 'Euonymus micropetalus', 'Euonymus sphaerocarpus', 'Euonymus subtriflorus', 'Euonymus sumatranus', 'Euonymus timorensis']	['ncbi:4307', 'gbif:3169120', 'gbif:3792270', 'irmng:11413819', 'irmng:10590550']	Euonymus alatus	both
LQ-01-61-17_03_pos.mzML	V110858	3	positive	Sample	Celastraceae	Euonymus	euonymus bockii	Roots	roots	root tissue	belowground	Euonymus_bockii|Roots	False	False	Euonymus bockii	ICN	1.0	euonymus bockii	['sibling_higher']	False	False	Euonymus bockii	5513360.0	species	ott3.3draft1	['Euonymus bockii rotundatus', 'Euonymus orgyalis', 'Euonymus petelotii', 'Euonymus subsessilis latifolius']	['ncbi:1442714', 'gbif:8062737']	Euonymus bockii	both
LQ-01-61-18_03_pos.mzML	V110859	3	positive	Sample	Celastraceae	Euonymus	euonymus bockii	Stems	woody vegetative	woody tissue	aboveground	Euonymus_bockii|Stems	False	False	Euonymus bockii	ICN	1.0	euonymus bockii	['sibling_higher']	False	False	Euonymus bockii	5513360.0	species	ott3.3draft1	['Euonymus bockii rotundatus', 'Euonymus orgyalis', 'Euonymus petelotii', 'Euonymus subsessilis latifolius']	['ncbi:1442714', 'gbif:8062737']	Euonymus bockii	both
